Census_type,Year,Geographic_area,Detail_level,State,Creator,Year_rough,Useful_info,Reference,Pagenumber,Digitized_link,Transcribed,Tabulated,Transcription_link,Table_link,Archival_portal_link
Skattemanntall,1617,"Ume, Angermanland, Trøndelag, Helgeland",Finnebyer,Sverige,Reinholt Steger,,Fjellsamer,SE/RA/5121/5121.18/1617: 2,18,https://sok.riksarkivet.se/bildvisning/A0044653_00018,Nei,Nei,x,x,x
Leidangsmanntall,1618,Ytre Finnmark,Finnebyer,Norge,Claus Cagge,,Sjø- og Østerhavssamer,RA/EA-5023/R/Rb/Rbæ/L0003,182,https://media.digitalarkivet.no/view/77148/182,Nei,Nei,x,x,x
Skattemanntall,1618,Torne og Kemi Lappmark,Finnebyer,Sverige,Jacob Burmann,,Fjellsamer,SE/RA/5121/5121.18/1618: 3,50,https://sok.riksarkivet.se/bildvisning/A0044655_00050,Nei,Nei,x,x,x
Skattemanntall,1618,"Ume, Angermanland, Trøndelag, Helgeland",Finnebyer,Sverige,Reinholt Steger,,Fjellsamer,SE/RA/5121/5121.18/1618: 3,14,https://sok.riksarkivet.se/bildvisning/A0044655_00014,Nei,Nei,x,x,x
Skattemanntall,1618,Ytre Finnmark,Bygder,Norge,Claus Cagge,,Buemenn og Drenger,RA/EA-5023/R/Rb/Rbæ/L0003,208,https://media.digitalarkivet.no/view/77148/208,Nei,Nei,x,x,x
Skatt og Leidang,1618,"Senja, Troms",Bygder og Finnebyer,Norge,,,Samer og Nordmenn,RA/EA-5023/R/Rb/Rbz/L0010,254,https://media.digitalarkivet.no/view/77113/254,Nei,Nei,x,x,x
Manntall,1618,"Senja, Troms",Tingsted,Norge,,,Landskatt,RA/EA-5023/R/Rb/Rbz/L0011,83,https://media.digitalarkivet.no/view/77114/83,Nei,Nei,x,x,x
Skatt og Leidang,1619,"Senja, Troms",Bygder og Finnebyer,Norge,,,Samer og Nordmenn,RA/EA-5023/R/Rb/Rbz/L0011,326,https://media.digitalarkivet.no/view/77114/326,Nei,Nei,x,x,x
Skattemanntall,1619,Torne og Kemi Lappmark,Finnebyer,Sverige,Jacob Burmann,,Fjellsamer,SE/RA/5121/5121.18/1619: 2,35,https://sok.riksarkivet.se/bildvisning/A0044656_00035,Nei,Nei,x,x,x
Skattemanntall,1619,"Ume, Angermanland, Trøndelag, Helgeland",Finnebyer,Sverige,Reinholt Steger,,Fjellsamer,SE/RA/5121/5121.18/1619: 8,17,https://sok.riksarkivet.se/bildvisning/A0044657_00017,Nei,Nei,x,x,x
Skatt og Leidang,1620,"Senja, Troms",Bygder og Finnebyer,Norge,,,Samer og Nordmenn,RA/EA-5023/R/Rb/Rbz/L0012,212,https://media.digitalarkivet.no/view/77115/212,Nei,Nei,x,x,x
Manntall,1620,Senja,Tingsted,Norge,,,Landskatt,RA/EA-5023/R/Rb/Rbz/L0013,1,https://media.digitalarkivet.no/view/77116/1,Nei,Nei,x,x,x
Manntall,1620,Troms,Tingsted,Norge,,,Landskatt,RA/EA-5023/R/Rb/Rbz/L0013,51,https://media.digitalarkivet.no/view/77116/51,Nei,Nei,x,x,x
Skattemanntall,1620,Torne og Kemi Lappmark,Finnebyer,Sverige,Daniel Nilsson,,Fjellsamer,SE/RA/5121/5121.18/1620: 8,26,https://sok.riksarkivet.se/bildvisning/A0044658_00026,Nei,Nei,x,x,x
Skattemanntall,1620,"Ume, Angermanland, Trøndelag, Helgeland",Finnebyer,Sverige,Reinholt Steger,,Fjellsamer,SE/RA/5121/5121.18/1620: 8,51,https://sok.riksarkivet.se/bildvisning/A0044658_00051,Nei,Nei,x,x,x
Skattemanntall,1620,Ytre Finnmark,Bygder,Norge,Ukjent,,Buemenn og Drenger,RA/EA-5023/R/Rb/Rbæ/L0003,258,https://media.digitalarkivet.no/view/77148/258,Nei,Nei,x,x,x
Skatt og Leidang,1621,"Senja, Troms",Bygder og finnebyer,Norge,,,Samer og Nordmenn,RA/EA-5023/R/Rb/Rbz/L0013,243,https://media.digitalarkivet.no/view/77116/243,Nei,Nei,x,x,x
Skattemantall,1621,Salten,Finnebyer,Norge,,,Samer,RA/EA-5023/R/Rb/Rbz/L0013,315,https://media.digitalarkivet.no/view/77116/316,Nei,Nei,x,x,x
Skattemanntall,1621,Ytre Finnmark,Prestegjeld/ Tingsted,Norge,Bastian Hess,,Buemenn og Drenger,RA/EA-5023/R/Rb/Rbæ/L0003,290,https://media.digitalarkivet.no/view/77148/290,Nei,Nei,x,x,x
Skatt og Leidang,1622,Senja,Bygder og finnebyer,Norge,,,Samer og Nordmenn,RA/EA-5023/R/Rb/Rbz/L0014,65,https://media.digitalarkivet.no/view/77117/65,Nei,Nei,x,x,x
Skatt og Leidang,1622,Troms,Bygder og finnebyer,Norge,,,Samer og Nordmenn,RA/EA-5023/R/Rb/Rbz/L0014,156,https://media.digitalarkivet.no/view/77117/156,Nei,Nei,x,x,x
Skattemanntall,1622,Ytre Finnmark,Prestegjeld/ Tingsted,Norge,Bastian Hess,,Buemenn og Drenger,RA/EA-5023/R/Rb/Rbæ/L0003,307,https://media.digitalarkivet.no/view/77148/307,Nei,Nei,x,x,x
Skattemanntall,1623,Ytre Finnmark,Bygder,Norge,Niels Knudtezøn,,Buemenn og Drenger (2stk manntall),RA/EA-5023/R/Rb/Rbæ/L0004,22,https://media.digitalarkivet.no/view/77149/22,Nei,Nei,x,x,x
Skatt og Leidang,1623,Senja,Bygder og finnebyer,Norge,,,Samer og Nordmenn,RA/EA-5023/R/Rb/Rbz/L0014,293,https://media.digitalarkivet.no/view/77117/293,Nei,Nei,x,x,x
Skatt og Leidang,1623,Troms,Bygder og finnebyer,Norge,,,Samer og Nordmenn,RA/EA-5023/R/Rb/Rbz/L0014,386,https://media.digitalarkivet.no/view/77117/386,Nei,Nei,x,x,x
Skattemanntall,1623,Salten,Finnebyer,Norge,,,Samer,RA/EA-5023/R/Rb/Rbz/L0014,420,https://media.digitalarkivet.no/view/77117/420,Nei,Nei,x,x,x
Skattemanntall,1623,Senja,Gårder,Norge,,,Husmenn og drenger,RA/EA-5023/R/Rb/Rbz/L0015,32,https://media.digitalarkivet.no/view/77118/32,Nei,Nei,x,x,x
Skattemanntall,1623,Troms,Gårder,Norge,,,Husmenn og drenger,RA/EA-5023/R/Rb/Rbz/L0015,65,https://media.digitalarkivet.no/view/77118/65,Nei,Nei,x,x,x
Skattemanntall,1623,Senja,Gårder,Norge,,,Landskatt,RA/EA-5023/R/Rb/Rbz/L0015,114,https://media.digitalarkivet.no/view/77118/114,Nei,Nei,x,x,x
Skattemanntall,1623,Troms,Gårder,Norge,,,Landskatt,RA/EA-5023/R/Rb/Rbz/L0015,199,https://media.digitalarkivet.no/view/77118/199,Nei,Nei,x,x,x
Skatt og Leidang,1624,Senja,Bygder og finnebyer,Norge,,,Samer og Nordmenn,RA/EA-5023/R/Rb/Rbz/L0015,318,https://media.digitalarkivet.no/view/77118/318,Nei,Nei,x,x,x
Skatt og Leidang,1624,Troms,Bygder og finnebyer,Norge,,,Samer og Nordmenn,RA/EA-5023/R/Rb/Rbz/L0016,1,https://media.digitalarkivet.no/view/77119/1,Nei,Nei,x,x,x
Skattemanntall,1624,Senja,Gårder,Norge,,,Landskatt,RA/EA-5023/R/Rb/Rbz/L0016,109,https://media.digitalarkivet.no/view/77119/109,Nei,Nei,x,x,x
Skattemanntall,1624,Troms,Gårder,Norge,,,Landskatt,RA/EA-5023/R/Rb/Rbz/L0016,156,https://media.digitalarkivet.no/view/77119/156,Nei,Nei,x,x,x
Skattemanntall,1624,Ytre Finnmark,Bygder,Norge,Niels Knudtezøn,,Buemenn og Drenger,RA/EA-5023/R/Rb/Rbæ/L0004,71,https://media.digitalarkivet.no/view/77149/71,Nei,Nei,x,x,x
Skattemanntall,1625,Ytre Finnmark,Bygder,Norge,Niels Knudtezøn,,Buemenn og Drenger,RA/EA-5023/R/Rb/Rbæ/L0004,101,https://media.digitalarkivet.no/view/77149/101,Nei,Nei,x,x,x
Skattemanntall,1625,Salten,Finnebyer,Norge,,,Samer,RA/EA-5023/R/Rb/Rbz/L0016,275,https://media.digitalarkivet.no/view/77119/275,Nei,Nei,x,x,x
Skatt og Leidang,1625,Senja,Bygder og Finnebyer,Norge,,,Samer og Nordmenn,RA/EA-5023/R/Rb/Rbz/L0016,279,https://media.digitalarkivet.no/view/77119/279,Nei,Nei,x,x,x
Skatt og Leidang,1625,Troms,Bygder og Finnebyer,Norge,,,Samer og Nordmenn,RA/EA-5023/R/Rb/Rbz/L0016,373,https://media.digitalarkivet.no/view/77119/373,Nei,Nei,x,x,x
Jordebok,1625,Troms - Helgeland,Gårder,Norge,,,Adel og odelsgods,RA/EA-2870/Ek/L0013/0002,3,https://media.digitalarkivet.no/view/39904/3,Nei,Nei,x,x,x
Skattemanntall,1625,Senja,Gårder,Norge,,,Landskatt,RA/EA-5023/R/Rb/Rbz/L0017,69,https://media.digitalarkivet.no/view/77120/69,Nei,Nei,x,x,x
Skattemanntall,1625,Troms,Gårder,Norge,,,Landskatt,RA/EA-5023/R/Rb/Rbz/L0017,125,https://media.digitalarkivet.no/view/77120/125,Nei,Nei,x,x,x
Skattemanntall,1625,Senja,Gårder,Norge,,,Landskatt pinse,RA/EA-5023/R/Rb/Rbz/L0017,209,https://media.digitalarkivet.no/view/77120/209,Nei,Nei,x,x,x
Skattemanntall,1625,Troms,Gårder,Norge,,,Landskatt pinse,RA/EA-5023/R/Rb/Rbz/L0017,269,https://media.digitalarkivet.no/view/77120/269,Nei,Nei,x,x,x
Skatt og Leidang,1626,Senja,Bygder og Finnebyer,Norge,,,Samer og Nordmenn,RA/EA-5023/R/Rb/Rbz/L0018,61,https://media.digitalarkivet.no/view/77121/61,Nei,Nei,x,x,x
Skatt og Leidang,1626,Troms,Bygder og Finnebyer,Norge,,,Samer og Nordmenn,RA/EA-5023/R/Rb/Rbz/L0018,133,https://media.digitalarkivet.no/view/77121/133,Nei,Nei,x,x,x
Skatt,1626,Salten,Finnebyer,Norge,,,Samer,RA/EA-5023/R/Rb/Rbz/L0018,167,https://media.digitalarkivet.no/view/77121/167,Nei,Nei,x,x,x
Skattemanntall,1626,Senja,Gårder,Norge,,,Landskatt,RA/EA-5023/R/Rb/Rbz/L0018,250,https://media.digitalarkivet.no/view/77121/250,Nei,Nei,x,x,x
Skattemanntall,1626,Troms,Gårder,Norge,,,Landskatt,RA/EA-5023/R/Rb/Rbz/L0018,300,https://media.digitalarkivet.no/view/77121/300,Nei,Nei,x,x,x
Jordebok,1626,Troms - Helgeland,Gårder,Norge,,,ukjent,RA/EA-2870/Ek/L0006/0002,3,https://www.digitalarkivet.no/jo10051103283004,Nei,Nei,x,x,x
Skattemanntall,1626,Ytre Finnmark,Bygder,Norge,Niels Knudtezøn,,Buemenn og Drenger,RA/EA-5023/R/Rb/Rbæ/L0004,125,https://media.digitalarkivet.no/view/77149/125,Nei,Nei,x,x,x
Skattemanntall,1626,Ytre Finnmark,Bygder,Norge,Niels Knudtezøn,,Buemenn og Drenger,RA/EA-5023/R/Rb/Rbæ/L0004,157,https://media.digitalarkivet.no/view/77149/157,Nei,Nei,x,x,x
Skatt,1627,Salten,Gårder,Norge,,,Samer,RA/EA-5023/R/Rb/Rbz/L0018,331,https://media.digitalarkivet.no/view/77121/331,Nei,Nei,x,x,x
Skattemanntall,1627,Ytre Finnmark,Bygder,Norge,Niels Knudtezøn,,Buemenn og Drenger,RA/EA-5023/R/Rb/Rbæ/L0004,188,https://media.digitalarkivet.no/view/77149/188,Nei,Nei,x,x,x
Skatt og Leidang,1627,Senja,Bygder og Finnebyer,Norge,,,Samer og Nordmenn,RA/EA-5023/R/Rb/Rbz/L0019,1,https://media.digitalarkivet.no/view/77122/1,Nei,Nei,x,x,x
Skatt og Leidang,1627,Troms,Bygder og Finnebyer,Norge,,,Samer og Nordmenn,RA/EA-5023/R/Rb/Rbz/L0019,84,https://media.digitalarkivet.no/view/77122/84,Nei,Nei,x,x,x
Skattemanntall,1627,Senja,Gårder,Norge,,,Landskatt,RA/EA-5023/R/Rb/Rbz/L0019,196,https://media.digitalarkivet.no/view/77122/196,Nei,Nei,x,x,x
Skattemanntall,1627,Troms,Gårder,Norge,,,Landskatt,RA/EA-5023/R/Rb/Rbz/L0019,263,https://media.digitalarkivet.no/view/77122/263,Nei,Nei,x,x,x
Skattemanntall,1628,Senja,Gårder,Norge,,,Landskatt,RA/EA-5023/R/Rb/Rbz/L0019,357,https://media.digitalarkivet.no/view/77122/357,Nei,Nei,x,x,x
Skattemanntall,1628,Troms,Gårder,Norge,,,Landskatt,RA/EA-5023/R/Rb/Rbz/L0020,43,https://media.digitalarkivet.no/view/77123/43,Nei,Nei,x,x,x
Skattemanntall,1628,Salten,Finnebyer,Norge,,,Samer,RA/EA-5023/R/Rb/Rbz/L0020,132,https://media.digitalarkivet.no/view/77123/132,Nei,Nei,x,x,x
Skatt og Leidang,1628,Senja,Bygder og Finnebyer,Norge,,,Samer og Nordmenn,RA/EA-5023/R/Rb/Rbz/L0020,135,https://media.digitalarkivet.no/view/77123/135,Nei,Nei,x,x,x
Skatt og Leidang,1628,Troms,Bygder og Finnebyer,Norge,,,Samer og Nordmenn,RA/EA-5023/R/Rb/Rbz/L0020,186,https://media.digitalarkivet.no/view/77123/186,Nei,Nei,x,x,x
Skattemanntall,1628,Senja,Gårder,Norge,,,Landskatt,RA/EA-5023/R/Rb/Rbz/L0020,353,https://media.digitalarkivet.no/view/77123/353,Nei,Nei,x,x,x
Skattemanntall,1628,Troms,Gårder,Norge,,,Landskatt,RA/EA-5023/R/Rb/Rbz/L0021,27,https://media.digitalarkivet.no/view/77124/27,Nei,Nei,x,x,x
Skattemanntall,1628,Ytre Finnmark,Bygder,Norge,Niels Knudtezøn,,Buemenn og Drenger (2 Skattemanntall),RA/EA-5023/R/Rb/Rbæ/L0004,208,https://media.digitalarkivet.no/view/77149/208,Nei,Nei,x,x,x
Skattemanntall,1628,Senja,Gårder,Norge,,,Landskatt Jul 1628 & Påske 1629,RA/EA-5023/R/Rb/Rbz/L0021,103,https://media.digitalarkivet.no/view/77124/103,Nei,Nei,x,x,x
Skattemanntall,1628,Troms,Gårder,Norge,,,Landskatt Jul 1628 & Påske 1629,RA/EA-5023/R/Rb/Rbz/L0021,175,https://media.digitalarkivet.no/view/77124/175,Nei,Nei,x,x,x
Skattemanntall,1629,Salten,Finnebyer,Norge,,,Samer,RA/EA-5023/R/Rb/Rbz/L0021,264,https://media.digitalarkivet.no/view/77124/264,Nei,Nei,x,x,x
Skatt og Leidang,1629,Senja,Bygder og Finnebyer,Norge,,,Samer og Nordmenn,RA/EA-5023/R/Rb/Rbz/L0021,268,https://media.digitalarkivet.no/view/77124/268,Nei,Nei,x,x,x
Skatt og Leidang,1629,Troms,Bygder og Finnebyer,Norge,,,Samer og Nordmenn,RA/EA-5023/R/Rb/Rbz/L0021,291,https://media.digitalarkivet.no/view/77124/291,Nei,Nei,x,x,x
Skattemanntall,1629,Ytre Finnmark,Bygder,Norge,Niels Knudtezøn,,Buemenn og Drenger,RA/EA-5023/R/Rb/Rbæ/L0004,287,https://media.digitalarkivet.no/view/77149/287,Nei,Nei,x,x,x
Skattemanntall,1629,Senja,Gårder,Norge,,,Landskatt,RA/EA-5023/R/Rb/Rbz/L0022,175,https://media.digitalarkivet.no/view/77125/175,Nei,Nei,x,x,x
Skattemanntall,1629,Troms,Gårder,Norge,,,Landskatt,RA/EA-5023/R/Rb/Rbz/L0022,192,https://media.digitalarkivet.no/view/77125/192,Nei,Nei,x,x,x
Skattemanntall,1630,Salten,Finnebyer,Norge,,,Sjøsamer,RA/EA-5023/R/Rb/Rbz/L0022,278,https://media.digitalarkivet.no/view/77125/278,Nei,Nei,x,x,x
Skattemanntall,1630,Salten,Finnebyer,Norge,,,Fjellsamer,RA/EA-5023/R/Rb/Rbz/L0022,300,https://media.digitalarkivet.no/view/77125/300,Nei,Nei,x,x,x
Skatt og Leidang,1630,Senja,Bygder og Finnebyer,Norge,,,Samer og Nordmenn,RA/EA-5023/R/Rb/Rbz/L0022,303,https://media.digitalarkivet.no/view/77125/303,Nei,Nei,x,x,x
Skatt og Leidang,1630,Troms,Bygder og Finnebyer,Norge,,,Samer og Nordmenn,RA/EA-5023/R/Rb/Rbz/L0022,378,https://media.digitalarkivet.no/view/77125/378,Nei,Nei,x,x,x
Skattemanntall,1630,Senja,Gårder,Norge,,,Landskatt,RA/EA-5023/R/Rb/Rbz/L0023,98,https://media.digitalarkivet.no/view/77126/98,Nei,Nei,x,x,x
Skattemanntall,1630,Troms,Gårder,Norge,,,Landskatt,RA/EA-5023/R/Rb/Rbz/L0023,113,https://media.digitalarkivet.no/view/77126/113,Nei,Nei,x,x,x
Skattemanntall,1630,Ytre Finnmark,Bygder,Norge,Niels Knudtezøn,,Buemenn og Drenger,RA/EA-5023/R/Rb/Rbæ/L0004,327,https://media.digitalarkivet.no/view/77149/327,Nei,Nei,x,x,x
Skattemanntall,1631,Salten,Finnebyer,Norge,,,Sjøsamer,RA/EA-5023/R/Rb/Rbz/L0023,197,https://media.digitalarkivet.no/view/77126/197,Nei,Nei,x,x,x
Skatt og Leidang,1631,Senja,Bygder og Finnebyer,Norge,,,Samer og Nordmenn,RA/EA-5023/R/Rb/Rbz/L0023,218,https://media.digitalarkivet.no/view/77126/218,Nei,Nei,x,x,x
Skatt og Leidang,1631,Troms,Bygder og Finnebyer,Norge,,,Samer og Nordmenn,RA/EA-5023/R/Rb/Rbz/L0023,295,https://media.digitalarkivet.no/view/77126/295,Nei,Nei,x,x,x
Skattemanntall,1631,Senja,Gårder,Norge,,,Landskatt,RA/EA-5023/R/Rb/Rbz/L0024,8,https://media.digitalarkivet.no/view/77127/8,Nei,Nei,x,x,x
Skattemanntall,1631,Troms,Gårder,Norge,,,Landskatt,RA/EA-5023/R/Rb/Rbz/L0024,25,https://media.digitalarkivet.no/view/77127/25,Nei,Nei,x,x,x
Skattemanntall,1631,Ytre Finnmark,Bygder,Norge,?,,Buemenn og Drenger,RA/EA-5023/R/Rb/Rbæ/L0004,356,https://media.digitalarkivet.no/view/77149/356,Nei,Nei,x,x,x
Skattemanntall,1632,Salten,Finnebyer,Norge,,,Sjøsamer,RA/EA-5023/R/Rb/Rbz/L0024,147,https://media.digitalarkivet.no/view/77127/147,Nei,Nei,x,x,x
Skatt og Leidang,1632,Senja,Bygder og Finnebyer,Norge,,,Samer og Nordmenn,RA/EA-5023/R/Rb/Rbz/L0024,168,https://media.digitalarkivet.no/view/77127/168,Nei,Nei,x,x,x
Skatt og Leidang,1632,Troms,Bygder og Finnebyer,Norge,,,Samer og Nordmenn,RA/EA-5023/R/Rb/Rbz/L0024,253,https://media.digitalarkivet.no/view/77127/253,Nei,Nei,x,x,x
Skattemanntall,1632,Ytre Finnmark,Bygder,Norge,Hermand Holsting,,Buemenn og Drenger,RA/EA-5023/R/Rb/Rbæ/L0004,389,https://media.digitalarkivet.no/view/77149/389,Nei,Nei,x,x,x
Skattemanntall,1632,Senja,Gårder,Norge,,,Landskatt,RA/EA-5023/R/Rb/Rbz/L0024,382,https://media.digitalarkivet.no/view/77127/382,Nei,Nei,x,x,x
Skattemanntall,1632,Troms,Gårder,Norge,,,Landskatt,RA/EA-5023/R/Rb/Rbz/L0024,398,https://media.digitalarkivet.no/view/77127/398,Nei,Nei,x,x,x
Skattemanntall,1632,Salten,Finnebyer,Norge,,,Sjøsamer,RA/EA-5023/R/Rb/Rbz/L0025,90,https://media.digitalarkivet.no/view/77128/90,Nei,Nei,x,x,x
Skatt og Leidang,1633,Senja,Bygder og Finnebyer,Norge,,,Samer og Nordmenn,RA/EA-5023/R/Rb/Rbz/L0025,109,https://media.digitalarkivet.no/view/77128/109,Nei,Nei,x,x,x
Skattemanntall,1633,Senja,Gårder,Norge,,,Landskatt,RA/EA-5023/R/Rb/Rbz/L0025,275,https://media.digitalarkivet.no/view/77128/275,Nei,Nei,x,x,x
Skattemanntall,1633,Troms,Gårder,Norge,,,Landskatt,RA/EA-5023/R/Rb/Rbz/L0025,290,https://media.digitalarkivet.no/view/77128/290,Nei,Nei,x,x,x
Skattemanntall,1633,Ytre Finnmark,Bygder,Norge,,,Drenger og Buemenn,RA/EA-5023/R/Rb/Rbæ/L0005,13,https://media.digitalarkivet.no/view/77150/13,Nei,Nei,x,x,x
Skatt og Leidang,1634,Senja,Bygder og Finnebyer,Norge,,,Samer og Nordmenn,RA/EA-5023/R/Rb/Rbz/L0025,427,https://media.digitalarkivet.no/view/77128/427,Nei,Nei,x,x,x
Skatt og Leidang,1634,Troms,Bygder og Finnebyer,Norge,,,Samer og Nordmenn,RA/EA-5023/R/Rb/Rbz/L0026,31,https://media.digitalarkivet.no/view/77129/31,Nei,Nei,x,x,x
Skattemanntall,1634,Senja,Gårder,Norge,,,Landskatt,RA/EA-5023/R/Rb/Rbz/L0026,146,https://media.digitalarkivet.no/view/77129/146,Nei,Nei,x,x,x
Skattemanntall,1634,Troms,Gårder,Norge,,,Landskatt,RA/EA-5023/R/Rb/Rbz/L0026,161,https://media.digitalarkivet.no/view/77129/161,Nei,Nei,x,x,x
Skattemanntall,1634,Ytre Finnmark,Bygder,Norge,,,Drenger og Buemenn,RA/EA-5023/R/Rb/Rbæ/L0005,40,https://media.digitalarkivet.no/view/77150/40,Nei,Nei,x,x,x
Skattemanntall,1635,Salten,Finnebyer,Norge,,,Sjøsamer,RA/EA-5023/R/Rb/Rbz/L0026,295,https://media.digitalarkivet.no/view/77129/295,Nei,Nei,x,x,x
Skatt og Leidang,1635,Senja,Bygder og Finnebyer,Norge,,,Samer og Nordmenn,RA/EA-5023/R/Rb/Rbz/L0026,345,https://media.digitalarkivet.no/view/77129/345,Nei,Nei,x,x,x
Skatt og Leidang,1635,Troms,Bygder og Finnebyer,Norge,,,Samer og Nordmenn,RA/EA-5023/R/Rb/Rbz/L0027,1,https://media.digitalarkivet.no/view/77130/1,Nei,Nei,x,x,x
Skattemanntall,1635,Ytre Finnmark,Bygder,Norge,,,Drenger og Buemenn,RA/EA-5023/R/Rb/Rbæ/L0005,64,https://media.digitalarkivet.no/view/77150/64,Nei,Nei,x,x,x
Skattemanntall,1636,Salten,Finnebyer,Norge,,,Sjøsamer,RA/EA-5023/R/Rb/Rbz/L0027,122,https://media.digitalarkivet.no/view/77130/122,Nei,Nei,x,x,x
Skatt og Leidang,1636,Senja,Bygder og Finnebyer,Norge,,,Samer og Nordmenn,RA/EA-5023/R/Rb/Rbz/L0027,137,https://media.digitalarkivet.no/view/77130/137,Nei,Nei,x,x,x
Skatt og Leidang,1636,Troms,Bygder og Finnebyer,Norge,,,Samer og Nordmenn,RA/EA-5023/R/Rb/Rbz/L0027,241,https://media.digitalarkivet.no/view/77130/241,Nei,Nei,x,x,x
Skattemanntall,1637,Salten,Finnebyer,Norge,,,Sjøsamer,RA/EA-5023/R/Rb/Rbz/L0027,332,https://media.digitalarkivet.no/view/77130/332,Nei,Nei,x,x,x
Skatt og Leidang,1637,Senja,Bygder og Finnebyer,Norge,,,Samer og Nordmenn,RA/EA-5023/R/Rb/Rbz/L0027,346,https://media.digitalarkivet.no/view/77130/346,Nei,Nei,x,x,x
Skatt og Leidang,1637,Troms,Bygder og Finnebyer,Norge,,,Samer og Nordmenn,RA/EA-5023/R/Rb/Rbz/L0027,419,https://media.digitalarkivet.no/view/77130/419,Nei,Nei,x,x,x
Skattemanntall,1638,Salten,Finnebyer,Norge,,,Sjøsamer,RA/EA-5023/R/Rb/Rbz/L0028,20,https://media.digitalarkivet.no/view/77131/20,Nei,Nei,x,x,x
Skatt og Leidang,1638,Senja,Bygder og Finnebyer,Norge,,,Samer og Nordmenn,RA/EA-5023/R/Rb/Rbz/L0028,27,https://media.digitalarkivet.no/view/77131/27,Nei,Nei,x,x,x
Skatt og Leidang,1638,Troms,Bygder og Finnebyer,Norge,,,Samer og Nordmenn,RA/EA-5023/R/Rb/Rbz/L0028,44,https://media.digitalarkivet.no/view/77131/44,Nei,Nei,x,x,x
Skattemanntall,1638,Torne og Kemi Lappmark,Finnebyer,Sverige,Jacob Burmann,,Fjellsamer,SE/RA/5511/5511.27/21,906,https://sok.riksarkivet.se/bildvisning/A0035210_00906,Nei,Nei,x,x,x
Leidangsmanntall,1639,Salten,Finnebyer,Norge,,,Sjøsamer,RA/EA-5023/R/Rb/Rbz/L0028,68,https://media.digitalarkivet.no/view/77131/68,Nei,Nei,x,x,x
Skatt og Leidang,1639,Senja,Bygder og Finnebyer,Norge,,,Samer og Nordmenn,RA/EA-5023/R/Rb/Rbz/L0028,76,https://media.digitalarkivet.no/view/77131/76,Nei,Nei,x,x,x
Skatt og Leidang,1639,Troms,Bygder og Finnebyer,Norge,,,Samer og Nordmenn,RA/EA-5023/R/Rb/Rbz/L0028,121,https://media.digitalarkivet.no/view/77131/121,Nei,Nei,x,x,x
Skattemanntall,1639,Ytre Finnmark,Bygder,Norge,,,Drenger og Buemenn,RA/EA-5023/R/Rb/Rbæ/L0005,108,https://media.digitalarkivet.no/view/77150/108,Nei,Nei,x,x,x
Skattemanntall,1639,Ytre Finnmark,Bygder,Norge,,,Drenger og Buemenn,RA/EA-5023/R/Rb/Rbæ/L0005,136,https://media.digitalarkivet.no/view/77150/136,Nei,Nei,x,x,x
Leidangsmanntall,1640,Salten,Finnebyer,Norge,,,Sjøsamer,RA/EA-5023/R/Rb/Rbz/L0028,143,https://media.digitalarkivet.no/view/77131/143,Nei,Nei,x,x,x
Skatt og Leidang,1640,Senja,Bygder og Finnebyer,Norge,,,Samer og Nordmenn,RA/EA-5023/R/Rb/Rbz/L0028,149,https://media.digitalarkivet.no/view/77131/149,Nei,Nei,x,x,x
Skatt og Leidang,1640,Troms,Bygder og Finnebyer,Norge,,,Samer og Nordmenn,RA/EA-5023/R/Rb/Rbz/L0028,192,https://media.digitalarkivet.no/view/77131/192,Nei,Nei,x,x,x
Skattemanntall,1640,Torne og Kemi Lappmark,Finnebyer,Sverige,Johannes Tornberg & Samuel Snyliander,,Fjellsamer,SE/RA/5511/5511.27/27,740,https://sok.riksarkivet.se/bildvisning/A0035213_00740,Nei,Nei,x,x,x
Skattemanntall,1640,Ytre Finnmark,Bygder,Norge,,,Drenger og Buemenn,RA/EA-5023/R/Rb/Rbæ/L0005,158,https://media.digitalarkivet.no/view/77150/158,Nei,Nei,x,x,x
Skattemanntall,1640,Ytre Finnmark,Bygder,Norge,,,Drenger og Buemenn,RA/EA-5023/R/Rb/Rbæ/L0005,177,https://media.digitalarkivet.no/view/77150/177,Nei,Nei,x,x,x
Leidangsmanntall,1641,Salten,Finnebyer,Norge,,,Sjøsamer,RA/EA-5023/R/Rb/Rbz/L0028,220,https://media.digitalarkivet.no/view/77131/220,Nei,Nei,x,x,x
Skatt og Leidang,1641,Senja,Bygder og Finnebyer,Norge,,,Samer og Nordmenn,RA/EA-5023/R/Rb/Rbz/L0028,226,https://media.digitalarkivet.no/view/77131/226,Nei,Nei,x,x,x
Skatt og Leidang,1641,Troms,Bygder og Finnebyer,Norge,,,Samer og Nordmenn,RA/EA-5023/R/Rb/Rbz/L0028,267,https://media.digitalarkivet.no/view/77131/267,Nei,Nei,x,x,x
Skattemanntall,1641,Ytre Finnmark,Bygder,Norge,,,Drenger og Buemenn,RA/EA-5023/R/Rb/Rbæ/L0005,193,https://media.digitalarkivet.no/view/77150/193,Nei,Nei,x,x,x
Skattemanntall,1642,Ytre Finnmark,Bygder,Norge,,1641-42,Drenger og Buemenn,RA/EA-5023/R/Rb/Rbæ/L0005,218,https://media.digitalarkivet.no/view/77150/218,Nei,Nei,x,x,x
